0 60
0 61
0 62
0 63
0 64
0 65
1.00335e+06 66
1.02187e+06 67
3.33327e+06 68
1.00756e+07 69
3.29469e+07 70
1.06163e+08 71
2.89678e+08 72
6.18973e+08 73
1.001e+09 74
1.22812e+09 75
1.15164e+09 76
8.57798e+08 77
5.67158e+08 78
3.98705e+08 79
3.44438e+08 80
3.45394e+08 81
3.63214e+08 82
3.82153e+08 83
4.01015e+08 84
4.24001e+08 85
4.72e+08 86
5.83e+08 87
8.41e+08 88
1.342e+09 89
1.932e+09 90
2.605e+09 91
3.319e+09 92
4.029e+09 93
4.696e+09 94
5.291e+09 95
5.798e+09 96
6.21e+09 97
6.532e+09 98
6.773e+09 99
6.946e+09 100
